Timestamp,Compressor_ID,Running_Status,Current_A,Power_kW,Pressure_bar,Flow_m3h,Temperature_C,Load_Percent
2026-02-20 19:00:00,CP-02,Running,50.56,22.8,6.57,305.34,29.16,65.69
2026-02-25 09:00:00,CP-01,Running,52.4,25.25,6.89,406.5,32.08,82.46
2026-01-21 12:00:00,CP-02,Running,56.59,26.01,6.62,,29.4,74.53
2026-02-21 15:00:00,CP-04,Running,44.92,18.83,6.6,220.27,27.21,47.2
2026-01-22 17:00:00,CP-01,Running,48.81,22.65,6.56,301.5,29.31,65.05
2026-03-13 11:00:00,CP-05,Running,51.94,27.06,7.04,442.51,31.44,83.05
2026-01-01 00:00:00,CP-04,Running,47.85,20.56,6.72,296.06,28.47,58.03
2026-03-25 15:00:00,CP-03,Stopped,32.43,13.66,6.86,34.61,26.18,7.08
2026-01-09 06:00:00,CP-04,Running,49.82,21.9,6.7,354.0,32.06,68.34
2026-01-26 03:00:00,CP-03,Running,56.39,28.45,7.03,395.26,31.92,85.6
2026-01-15 18:00:00,CP-02,Running,48.78,21.8,6.53,307.99,27.84,61.8
2026-02-19 06:00:00,CP-01,Running,51.02,24.17,7.06,371.62,31.74,74.45
2026-02-09 05:00:00,CP-03,Running,58.71,29.57,7.06,454.92,32.31,84.84
2026-01-16 22:00:00,CP-02,Running,50.29,22.91,6.68,351.53,29.2,70.45
2026-02-08 20:00:00,CP-01,Running,49.71,23.15,6.52,320.94,27.92,66.55
2026-03-24 09:00:00,CP-05,Running,57.63,30.22,7.19,428.83,33.8,86.1
2026-03-17 23:00:00,CP-02,Running,45.16,20.03,6.55,289.11,29.31,58.33
2026-01-06 12:00:00,CP-05,Running,55.25,28.36,7.04,397.21,29.53,75.9
2026-03-31 12:00:00,CP-05,Running,56.23,29.24,6.95,417.8,29.75,82.06
2026-03-24 07:00:00,CP-01,Running,53.83,25.92,6.96,396.08,31.74,82.1
2026-02-16 22:00:00,CP-01,Running,51.28,23.85,6.77,312.18,31.0,65.94
2026-03-14 11:00:00,CP-03,Running,57.63,28.74,7.0,409.64,29.5,80.13
2026-03-11 13:00:00,CP-05,Running,55.31,28.58,6.91,407.34,30.02,79.15
2026-01-28 14:00:00,CP-02,Running,45.65,20.24,6.57,304.59,29.68,58.1
2026-03-28 18:00:00,CP-02,Running,46.96,20.47,6.59,260.15,26.8,50.49
2026-02-12 18:00:00,CP-02,Running,48.69,21.99,6.69,328.93,28.27,66.59
2026-03-20 13:00:00,CP-05,Running,54.89,28.48,6.99,420.3,31.3,80.93
2026-03-24 12:00:00,CP-01,Running,51.31,24.4,6.8,368.4,28.42,76.12
2026-03-09 20:00:00,CP-01,Running,50.37,23.12,6.61,332.77,29.02,60.09
2026-03-18 19:00:00,CP-04,Running,49.57,21.1,6.5,270.26,28.98,53.88
2026-01-15 21:00:00,CP-04,Running,48.48,20.78,6.54,277.02,28.96,56.99
2026-03-02 17:00:00,CP-03,Running,51.32,25.19,6.97,360.74,28.43,72.79
2026-03-16 10:00:00,CP-02,Running,54.37,24.92,6.65,391.03,30.26,73.34
2026-02-22 17:00:00,CP-03,Running,47.93,23.02,6.63,320.32,28.16,62.89
2026-01-17 07:00:00,CP-04,Running,51.92,22.89,6.77,364.41,30.57,69.77
2026-02-16 00:00:00,CP-04,Running,51.57,22.4,6.53,324.45,29.04,62.99
2026-01-16 08:00:00,CP-03,Running,58.53,29.31,7.03,414.49,32.34,82.09
2026-01-01 23:00:00,CP-03,Stopped,29.72,12.34,6.94,6.71,25.76,1.25
2026-01-17 22:00:00,CP-01,Running,50.61,23.76,6.74,351.07,28.53,70.31
2026-02-17 04:00:00,CP-05,Running,59.73,31.49,7.14,441.04,32.42,88.64
2026-03-12 18:00:00,CP-04,Running,46.98,19.97,6.52,275.86,27.26,53.24
2026-01-26 20:00:00,CP-05,Running,51.77,26.1,6.93,325.41,29.33,67.67
2026-02-26 11:00:00,CP-02,Running,53.37,24.53,6.75,368.51,31.77,74.56
2026-02-17 11:00:00,CP-04,Running,54.75,24.3,6.6,353.19,29.58,72.86
2026-02-26 03:00:00,CP-05,Running,56.36,29.45,7.11,440.81,32.25,84.28
2026-01-08 04:00:00,CP-04,Stopped,29.83,11.28,6.56,25.87,28.82,4.55
2026-03-31 10:00:00,CP-02,Running,51.58,23.45,6.77,364.12,31.13,69.51
2026-01-25 19:00:00,CP-02,Running,48.57,21.66,6.54,300.71,28.63,60.79
2026-02-03 02:00:00,CP-01,Running,53.58,25.14,6.82,384.03,30.69,70.07
2026-01-07 11:00:00,CP-03,Running,49.65,24.28,7.03,391.73,31.2,71.03
2026-03-11 08:00:00,CP-05,Running,56.58,29.93,7.23,482.93,33.14,90.2
2026-02-11 22:00:00,CP-04,Running,45.81,19.65,6.54,301.36,30.79,57.29
2026-03-21 15:00:00,CP-02,Running,45.51,20.3,6.64,312.88,28.36,60.98
2026-03-14 06:00:00,CP-03,Running,52.94,26.49,7.02,459.82,32.61,81.72
2026-02-18 14:00:00,CP-01,Running,51.81,24.18,6.69,329.2,30.35,67.6
2026-01-31 21:00:00,CP-01,Running,54.82,25.52,6.8,346.04,29.42,66.46
2026-01-31 04:00:00,CP-02,Running,48.32,21.79,6.93,344.77,30.97,65.69
2026-03-28 08:00:00,CP-02,Running,50.26,22.93,6.87,347.14,31.84,71.12
2026-03-07 15:00:00,CP-02,Running,48.18,21.55,6.48,335.71,29.56,62.14
2026-01-17 18:00:00,CP-04,Running,47.99,20.25,6.33,250.34,29.51,49.96
2026-03-01 22:00:00,CP-02,Stopped,29.51,11.4,6.62,1.92,27.57,0.37
2026-03-13 20:00:00,CP-01,Running,50.16,23.26,6.62,325.6,29.22,64.52
2026-01-29 00:00:00,CP-05,Running,54.9,28.31,6.97,435.76,30.79,78.17
2026-01-26 11:00:00,CP-01,Running,54.67,25.83,6.83,370.81,31.4,73.19
2026-01-29 12:00:00,CP-04,Running,52.31,22.78,6.68,329.14,30.19,64.21
2026-02-04 21:00:00,CP-04,Running,44.71,19.05,6.46,281.82,29.07,54.35
2026-01-23 23:00:00,CP-02,Running,52.47,23.58,6.68,330.36,29.62,64.23
2026-03-05 09:00:00,CP-01,Running,53.04,25.23,6.92,411.86,31.59,76.27
2026-01-06 22:00:00,CP-03,Running,54.84,26.78,6.61,380.05,29.72,70.27
2026-01-13 17:00:00,CP-04,Running,44.7,19.24,6.6,299.34,27.6,58.93
2026-03-23 07:00:00,CP-02,Running,51.53,23.36,6.88,340.31,32.63,68.17
2026-02-18 05:00:00,CP-02,Running,53.36,24.4,6.7,365.7,31.53,72.14
2026-02-08 09:00:00,CP-05,Running,56.88,29.8,7.08,491.69,32.11,85.56
2026-02-07 12:00:00,CP-02,Running,50.92,23.17,6.7,381.64,30.89,69.96
2026-01-14 01:00:00,CP-05,Running,57.06,29.65,6.87,416.93,30.95,81.64
2026-01-07 00:00:00,CP-03,Running,50.66,24.99,6.81,388.18,29.74,74.97
2026-01-31 12:00:00,CP-05,Running,57.25,29.55,7.08,378.12,30.7,78.59
2026-03-02 18:00:00,CP-04,Running,44.78,19.0,6.38,285.17,27.09,52.42
2026-02-21 04:00:00,CP-04,Running,53.21,23.7,6.96,370.47,31.38,74.48
2026-01-24 14:00:00,CP-02,Running,50.83,22.93,6.61,329.19,,66.04
2026-03-16 21:00:00,CP-01,Running,49.54,23.11,6.68,336.52,28.92,67.32
2026-02-24 10:00:00,CP-01,Stopped,28.62,11.45,7.0,11.53,28.29,2.32
2026-02-08 18:00:00,CP-05,Running,53.55,27.16,6.82,378.45,27.83,70.32
2026-03-13 03:00:00,CP-02,Running,54.28,25.16,6.85,403.96,31.98,78.54
2026-01-31 02:00:00,CP-05,Running,54.76,28.23,7.11,416.51,30.5,78.06
2026-03-20 20:00:00,CP-01,Running,47.79,21.87,6.63,287.67,29.1,58.75
2026-02-15 02:00:00,CP-04,Running,47.72,20.67,6.67,300.9,29.66,61.83
2026-02-12 02:00:00,CP-04,Running,49.99,21.66,6.65,321.86,30.62,61.93
2026-03-21 09:00:00,CP-03,Running,51.14,25.3,7.05,370.42,31.7,76.43
2026-02-05 02:00:00,CP-05,Stopped,31.63,13.7,6.97,16.56,27.06,3.19
2026-02-11 08:00:00,CP-02,Running,54.25,25.12,6.76,394.18,31.21,77.96
2026-03-29 22:00:00,CP-01,Running,50.93,23.43,6.65,298.08,29.22,61.08
2026-02-23 15:00:00,CP-02,Running,48.69,21.83,6.52,305.77,29.71,63.2
2026-02-09 21:00:00,CP-01,Running,47.31,22.18,6.68,364.3,28.65,69.65
2026-02-13 02:00:00,CP-02,Running,47.64,21.1,6.8,309.83,31.14,57.57
2026-03-08 23:00:00,CP-02,Running,51.64,23.21,6.83,342.87,28.14,64.29
2026-01-18 07:00:00,CP-05,Running,59.9,31.41,7.04,435.38,32.92,85.98
2026-02-19 23:00:00,CP-03,Running,54.12,26.9,6.85,399.79,29.83,78.43
2026-03-14 05:00:00,CP-01,Running,60.22,29.0,7.0,424.85,32.33,82.14
2026-02-12 23:00:00,CP-03,Running,50.0,24.18,6.9,332.05,28.67,65.81
2026-02-03 00:00:00,CP-01,Running,46.42,21.35,6.79,327.91,29.42,61.01
2026-02-12 01:00:00,CP-05,Running,53.27,27.43,7.18,392.51,31.57,77.32
2026-03-24 17:00:00,CP-01,Running,48.97,22.6,6.62,306.82,29.64,62.52
2026-01-15 00:00:00,CP-04,Running,47.42,20.48,6.65,314.05,28.84,60.37
2026-01-17 05:00:00,CP-01,Running,52.18,24.75,6.92,376.56,31.7,74.96
2026-03-12 14:00:00,CP-05,Running,49.77,25.31,6.93,399.27,29.5,71.69
2026-01-14 00:00:00,CP-05,Running,55.55,28.85,7.11,411.46,31.21,81.56
2026-01-24 10:00:00,CP-03,Running,56.17,28.39,6.99,426.73,31.49,86.52
2026-02-17 10:00:00,CP-05,Running,56.8,29.6,7.13,445.93,31.25,83.02
2026-01-28 11:00:00,CP-05,Running,81.345,29.39,7.01,420.1,32.18,85.51
2026-02-15 20:00:00,CP-01,Stopped,32.26,12.94,6.71,16.26,27.65,3.3
2026-01-08 04:00:00,CP-03,Running,56.41,28.11,7.13,446.19,31.89,79.68
2026-01-16 16:00:00,CP-05,Running,54.76,28.16,6.74,385.82,28.56,76.85
2026-01-30 14:00:00,CP-04,Running,48.6,20.74,6.51,290.98,27.41,54.98
2026-01-02 05:00:00,CP-03,Running,60.67,30.48,6.99,422.69,32.96,83.61
2026-03-18 03:00:00,CP-03,Running,56.86,27.94,6.96,382.01,32.41,73.21
2026-02-12 14:00:00,CP-01,Running,50.76,23.94,6.67,372.36,29.49,72.36
2026-03-24 17:00:00,CP-03,Running,45.45,21.71,6.79,300.86,26.57,60.35
2026-02-18 03:00:00,CP-01,Running,52.13,24.8,6.96,402.47,31.33,76.4
2026-03-28 22:00:00,CP-04,Running,48.34,20.62,6.47,260.52,29.25,54.89
2026-02-25 05:00:00,CP-01,Running,52.78,25.37,6.86,410.99,31.86,81.15
2026-01-08 14:00:00,CP-05,Running,51.61,26.32,7.02,383.11,29.39,72.91
2026-01-02 10:00:00,CP-02,Running,48.7,21.77,6.75,319.51,29.95,61.83
2026-03-08 22:00:00,CP-02,Running,47.55,21.08,6.51,315.09,27.58,58.03
2026-01-11 16:00:00,CP-03,Running,50.09,24.49,6.75,388.94,29.98,70.86
2026-02-24 19:00:00,CP-05,Running,52.93,26.71,6.94,341.37,27.67,68.13
2026-02-12 21:00:00,CP-01,Running,51.69,23.93,6.73,333.71,28.94,63.82
2026-03-13 19:00:00,CP-02,Running,49.02,21.76,6.54,304.53,27.67,58.68
2026-02-17 22:00:00,CP-02,Running,48.06,21.39,6.58,289.85,30.21,59.91
2026-01-08 20:00:00,CP-05,Running,49.07,24.62,6.86,345.39,26.89,65.43
2026-02-20 19:00:00,CP-04,Running,44.83,18.73,6.42,222.55,29.02,45.85
2026-03-19 07:00:00,CP-02,Running,59.83,27.65,6.81,372.38,30.81,77.08
2026-02-20 04:00:00,CP-03,Running,52.03,25.6,6.98,369.19,32.18,73.87
2026-03-12 02:00:00,CP-03,Running,53.73,26.47,7.09,380.86,31.19,74.38
2026-02-09 01:00:00,CP-04,Running,47.02,20.37,6.63,312.47,30.53,61.79
2026-03-03 04:00:00,CP-01,Running,57.44,27.18,6.81,385.88,32.19,73.82
2026-01-17 00:00:00,CP-02,Running,51.99,23.5,6.64,,30.63,66.8
2026-02-08 09:00:00,CP-04,Running,53.21,23.33,6.76,358.31,31.46,67.21
2026-02-28 04:00:00,CP-03,Running,58.25,29.09,6.94,396.4,30.86,80.74
2026-02-17 09:00:00,CP-02,Stopped,27.48,10.67,6.81,11.88,27.26,2.33
2026-03-28 12:00:00,CP-01,Running,51.09,23.78,6.93,329.44,29.63,66.39
2026-03-06 13:00:00,CP-05,Running,52.56,26.77,6.91,375.57,30.37,72.31
2026-01-16 01:00:00,CP-03,Running,52.67,25.89,6.88,367.17,30.96,73.41
2026-02-26 18:00:00,CP-01,Running,50.43,23.51,6.52,338.23,28.55,66.97
2026-01-03 09:00:00,CP-03,Running,54.75,27.28,6.92,422.16,32.43,79.68
2026-01-11 02:00:00,CP-03,Stopped,27.46,11.49,6.93,22.67,28.73,4.52
2026-02-13 00:00:00,CP-02,Running,52.24,23.47,6.79,309.85,30.65,64.13
2026-01-29 04:00:00,CP-02,Running,50.63,22.86,6.89,332.71,32.21,66.29
2026-03-02 10:00:00,CP-04,Running,45.74,19.75,6.68,318.94,28.85,60.33
2026-03-03 20:00:00,CP-05,Running,53.64,27.22,6.91,362.77,29.53,70.55
2026-03-30 07:00:00,CP-03,Running,55.37,27.96,7.0,467.38,31.97,86.08
2026-03-18 14:00:00,CP-01,Running,46.88,21.52,6.74,291.32,28.62,60.05
2026-01-30 08:00:00,CP-04,Stopped,31.53,11.86,6.85,11.76,27.95,2.24
2026-01-19 17:00:00,CP-02,Running,51.51,23.01,6.63,305.75,27.83,61.43
2026-01-21 22:00:00,CP-01,Running,48.56,22.39,6.89,301.91,28.84,62.0
2026-02-10 14:00:00,CP-05,Running,54.81,27.73,6.94,345.37,28.26,69.26
2026-02-28 22:00:00,CP-03,Running,51.08,24.71,6.87,330.55,28.92,66.15
2026-01-21 07:00:00,CP-02,Running,52.96,24.16,6.74,349.77,31.37,71.13
2026-01-25 18:00:00,CP-01,Stopped,27.22,11.02,6.68,33.27,26.75,6.97
2026-03-16 01:00:00,CP-04,Running,47.25,20.26,6.73,285.16,30.65,57.11
2026-03-17 15:00:00,CP-01,Stopped,30.15,12.22,6.74,36.5,25.88,7.37
2026-03-18 23:00:00,CP-03,Running,55.27,27.05,6.9,357.84,30.82,71.26
2026-01-02 12:00:00,CP-02,Running,49.56,22.39,6.82,362.5,30.32,66.72
2026-02-13 20:00:00,CP-04,Running,48.43,20.61,6.48,279.99,27.73,53.91
2026-03-20 22:00:00,CP-02,Running,49.36,22.02,6.73,304.52,28.94,60.98
2026-01-01 14:00:00,CP-02,Running,53.97,24.46,6.65,341.35,29.41,68.17
2026-02-05 05:00:00,CP-05,Running,60.05,31.65,7.03,461.59,32.53,88.4
2026-02-09 16:00:00,CP-02,Running,47.56,21.17,6.56,339.52,29.6,59.83
2026-01-17 22:00:00,CP-05,Running,52.98,27.27,6.88,410.17,30.0,77.17
2026-03-10 05:00:00,CP-01,Running,53.36,25.4,7.02,416.04,33.11,76.58
2026-02-01 23:00:00,CP-02,Running,50.75,22.69,6.6,322.79,27.52,61.89
2026-02-02 22:00:00,CP-01,Stopped,29.39,11.8,6.7,18.84,25.47,3.54
2026-03-08 07:00:00,CP-04,Running,52.97,23.51,6.8,390.55,32.0,72.83
2026-03-30 05:00:00,CP-01,Running,58.16,27.82,7.06,399.57,31.77,78.9
2026-01-25 04:00:00,CP-04,Running,48.76,21.33,6.67,331.99,31.13,66.17
2026-03-22 17:00:00,CP-03,Running,52.98,25.52,6.66,319.86,27.27,64.02
2026-01-29 10:00:00,CP-02,Running,47.84,21.39,6.86,321.11,29.26,61.87
2026-03-01 04:00:00,CP-04,Stopped,31.46,11.8,6.75,6.51,28.07,1.33
2026-01-21 19:00:00,CP-05,Running,45.91,22.99,6.86,330.26,28.33,64.64
2026-02-09 11:00:00,CP-04,Running,48.21,20.81,6.64,324.16,30.04,60.18
2026-03-30 14:00:00,CP-01,Running,49.97,22.96,6.74,284.5,29.42,60.47
2026-01-28 05:00:00,CP-02,Running,55.3,25.45,6.9,379.86,30.92,75.24
2026-03-13 13:00:00,CP-05,Running,52.49,26.79,6.89,373.06,31.24,73.3
2026-01-10 10:00:00,CP-02,Running,50.63,22.73,6.75,355.0,31.64,63.83
2026-02-01 16:00:00,CP-02,Running,47.97,21.4,6.64,313.63,27.38,60.92
2026-03-02 23:00:00,CP-02,Stopped,31.89,12.49,6.75,30.07,27.97,5.86
2026-01-02 19:00:00,CP-01,Running,49.81,22.99,6.67,305.84,29.03,62.41
2026-01-03 00:00:00,CP-04,Running,45.22,19.43,6.68,295.59,30.82,58.17
2026-01-05 20:00:00,CP-03,Running,46.62,22.25,6.89,312.9,28.8,59.88
2026-02-03 08:00:00,CP-01,Running,53.54,25.59,6.88,401.12,31.34,78.61
2026-03-01 03:00:00,CP-01,Running,50.6,23.76,6.92,359.56,32.03,70.23
2026-01-23 08:00:00,CP-03,Running,53.39,26.51,7.01,367.35,30.84,78.13
2026-03-06 17:00:00,CP-02,Running,49.44,22.08,6.76,325.99,30.01,61.35
2026-03-17 06:00:00,CP-02,Running,49.78,22.76,6.84,365.7,32.41,72.04
2026-02-04 10:00:00,CP-04,Running,53.71,23.77,6.67,387.66,31.9,71.52
2026-02-03 09:00:00,CP-04,Running,52.34,22.8,6.7,330.14,30.3,64.34
2026-01-21 07:00:00,CP-03,Running,52.67,26.16,7.0,384.24,32.16,78.22
2026-01-31 12:00:00,CP-04,Running,47.56,20.38,6.77,298.83,29.85,56.88
2026-03-19 18:00:00,CP-04,Running,45.24,19.17,6.42,257.45,28.68,51.93
2026-02-07 03:00:00,CP-01,Running,54.52,26.47,6.91,429.5,32.3,86.01
2026-02-07 21:00:00,CP-02,Running,46.86,20.8,6.47,330.2,29.47,58.69
2026-01-30 13:00:00,CP-03,Running,50.77,24.65,6.8,352.53,30.17,67.8
2026-01-27 12:00:00,CP-02,Running,53.09,24.13,6.63,348.63,30.06,69.32
2026-03-02 12:00:00,CP-02,Running,50.62,22.68,6.74,316.39,30.06,62.91
2026-01-02 00:00:00,CP-05,Running,57.12,29.99,7.05,451.64,30.91,86.62
2026-03-17 12:00:00,CP-04,Running,48.14,20.62,6.65,307.13,30.41,56.77
2026-03-20 10:00:00,CP-03,Running,55.2,27.72,7.06,399.96,31.99,83.41
2026-02-11 11:00:00,CP-01,Running,53.33,25.01,6.83,354.86,31.5,69.79
2026-02-06 00:00:00,CP-03,Running,55.98,27.6,6.83,386.76,30.81,74.82
2026-01-14 22:00:00,CP-04,Running,52.63,22.81,6.43,316.33,28.74,61.98
2026-03-08 01:00:00,CP-02,Running,50.12,22.8,6.79,392.12,29.66,69.86
2026-03-07 17:00:00,CP-02,Running,45.88,20.5,6.59,335.56,28.81,61.53
2026-03-23 14:00:00,CP-01,Running,48.56,22.17,6.62,288.39,28.66,57.57
2026-03-25 05:00:00,CP-01,Running,55.44,26.71,6.95,384.64,33.37,82.23
2026-01-06 11:00:00,CP-01,Running,52.0,24.29,6.91,331.89,29.75,68.01
2026-02-20 11:00:00,CP-01,Running,49.34,22.94,6.68,330.97,30.25,65.74
2026-03-18 12:00:00,CP-02,Running,47.67,21.09,6.63,292.43,30.52,57.15
2026-01-23 10:00:00,CP-02,Running,53.73,24.49,6.75,343.31,30.81,70.58
2026-02-14 22:00:00,CP-01,Running,50.78,23.5,6.64,348.5,28.46,63.8
2026-01-08 03:00:00,CP-03,Running,53.57,26.72,7.17,429.18,30.9,80.12
2026-03-23 22:00:00,CP-04,Running,49.28,21.31,6.46,302.55,29.44,61.12
2026-02-05 20:00:00,CP-03,Running,50.59,24.51,6.94,365.93,28.0,66.7
2026-01-21 16:00:00,CP-05,Running,53.12,26.93,6.76,367.65,28.41,70.19
2026-03-15 21:00:00,CP-02,Running,49.68,22.3,6.66,327.0,27.97,63.58
2026-01-01 15:00:00,CP-05,Running,51.01,25.75,6.9,322.7,29.04,68.2
2026-01-02 12:00:00,CP-01,Running,53.06,25.26,6.76,374.99,31.09,76.74
2026-03-31 06:00:00,CP-03,Running,55.52,27.97,7.04,434.86,32.0,84.88
2026-03-27 08:00:00,CP-04,Running,54.15,23.94,6.75,355.64,31.23,71.03
2026-02-27 10:00:00,CP-02,Running,50.01,22.79,6.66,343.1,31.14,70.57
2026-02-23 14:00:00,CP-02,Running,49.09,22.24,6.67,339.85,,67.79
2026-02-16 09:00:00,CP-04,Running,48.56,21.11,6.67,340.94,30.16,63.36
2026-01-13 11:00:00,CP-03,Running,53.73,26.74,6.99,404.86,31.97,79.15
2026-03-13 13:00:00,CP-01,Running,51.37,24.1,6.58,367.5,28.46,69.95
2026-01-25 09:00:00,CP-02,Running,53.58,24.7,6.63,361.88,32.75,75.97
2026-03-11 06:00:00,CP-04,Running,51.57,22.57,6.74,335.27,31.85,66.33
2026-01-30 00:00:00,CP-03,Running,52.03,25.69,6.96,367.77,30.13,75.37
2026-01-31 08:00:00,CP-05,Running,57.35,29.91,7.18,424.77,31.16,83.37
2026-02-08 14:00:00,CP-04,Running,49.52,21.28,6.46,311.38,27.83,58.15
2026-03-17 15:00:00,CP-03,Running,48.13,23.02,6.82,304.57,28.98,60.82
2026-02-06 17:00:00,CP-03,Running,48.95,23.44,6.66,328.43,28.02,61.33
2026-02-21 03:00:00,CP-03,Running,53.29,26.37,6.95,375.21,31.71,76.45
2026-03-07 18:00:00,CP-03,Running,50.15,24.29,6.74,358.31,29.61,66.72
2026-01-18 18:00:00,CP-05,Running,52.7,27.08,6.78,366.18,28.26,76.53
2026-02-19 23:00:00,CP-04,Running,45.25,19.12,6.6,257.56,29.13,50.78
2026-03-16 05:00:00,CP-01,Running,55.33,26.76,7.01,398.65,32.06,84.08
2026-03-15 10:00:00,CP-04,Running,54.71,24.28,6.72,354.81,31.48,72.9
2026-03-10 14:00:00,CP-03,Running,53.51,26.14,6.83,375.58,29.49,70.5
2026-01-13 09:00:00,CP-03,Running,55.78,27.92,7.05,422.62,32.47,81.88
2026-03-05 16:00:00,CP-04,Running,42.61,17.91,6.66,260.07,29.82,48.33
2026-01-26 17:00:00,CP-01,Running,51.28,23.52,6.73,312.22,27.81,59.7
2026-03-04 12:00:00,CP-04,Running,49.47,21.34,6.55,299.92,28.81,59.9
2026-02-18 21:00:00,CP-02,Running,46.4,20.63,6.62,290.43,28.99,59.36
2026-02-06 15:00:00,CP-05,Running,51.79,26.25,6.85,388.94,27.94,70.11
2026-03-22 22:00:00,CP-05,Running,53.93,27.63,6.89,344.48,29.04,75.1
2026-02-27 04:00:00,CP-03,Running,60.07,30.36,6.99,434.09,32.19,86.48
2026-03-24 16:00:00,CP-04,Running,51.51,22.33,6.44,307.81,29.76,62.05
2026-02-01 14:00:00,CP-02,Running,45.57,20.25,6.54,328.47,28.51,59.19
2026-02-08 08:00:00,CP-05,Running,55.47,28.75,7.1,435.97,33.12,80.46
2026-03-20 09:00:00,CP-01,Running,49.6,23.63,7.01,359.79,32.12,77.06
2026-02-01 12:00:00,CP-03,Running,51.34,25.17,7.09,395.64,29.55,72.25
2026-01-30 11:00:00,CP-04,Running,51.44,22.26,6.67,309.81,29.66,61.32
2026-01-11 16:00:00,CP-02,Running,44.74,19.54,6.54,266.82,28.51,51.47
2026-03-22 06:00:00,CP-01,Running,54.53,26.13,6.85,379.2,30.19,79.72
2026-01-28 01:00:00,CP-04,Running,45.8,19.75,6.73,298.05,29.8,59.8
2026-01-21 21:00:00,CP-03,Running,50.46,24.11,6.68,308.01,29.0,60.4
2026-01-21 12:00:00,CP-04,Running,43.73,18.76,6.55,282.82,28.93,57.51
2026-01-20 18:00:00,CP-05,Running,51.25,25.89,6.85,353.54,28.74,68.63
2026-03-09 23:00:00,CP-03,Running,49.51,24.12,6.83,349.08,29.92,69.15
2026-02-07 17:00:00,CP-01,Running,50.17,22.92,6.64,297.2,28.94,57.9
2026-03-24 18:00:00,CP-02,Running,44.86,19.85,6.54,273.14,27.61,57.22
2026-02-12 11:00:00,CP-01,Running,55.57,26.24,6.89,369.86,30.77,72.93
2026-02-10 21:00:00,CP-03,Running,52.35,25.27,6.75,336.18,28.82,64.93
2026-02-13 22:00:00,CP-04,Running,45.71,19.49,6.57,277.59,28.17,54.71
2026-01-18 02:00:00,CP-05,Running,55.06,28.89,7.02,438.46,30.39,86.33
2026-03-23 12:00:00,CP-05,Stopped,30.34,13.17,7.04,20.25,26.34,4.19
2026-03-12 15:00:00,CP-01,Running,49.61,23.12,6.78,339.08,28.18,66.9
2026-03-28 12:00:00,CP-05,Running,53.6,27.39,7.03,376.19,30.14,73.79
2026-03-07 04:00:00,CP-01,Running,61.37,29.71,7.02,445.01,32.81,84.56
2026-01-17 00:00:00,CP-03,Running,56.16,28.09,6.9,399.72,30.59,81.56
2026-01-07 02:00:00,CP-04,Running,47.54,20.58,6.64,332.09,29.52,61.45
2026-01-12 08:00:00,CP-02,Running,52.93,24.45,6.76,391.92,31.69,76.84
2026-01-01 17:00:00,CP-04,Running,43.93,18.6,6.41,259.04,27.9,51.44
2026-01-10 20:00:00,CP-04,Running,47.22,19.81,6.47,252.82,29.08,47.56
2026-01-27 11:00:00,CP-05,Running,55.89,29.26,7.24,426.23,30.31,85.18
2026-03-25 13:00:00,CP-04,Running,51.24,22.15,6.67,282.58,29.62,60.81
2026-03-12 13:00:00,CP-02,Running,53.02,23.73,6.65,316.08,28.73,62.35
2026-02-27 03:00:00,CP-05,Running,53.13,27.4,7.13,380.31,29.06,78.05
2026-01-07 23:00:00,CP-04,Running,43.31,18.44,6.58,294.8,28.79,53.95
2026-03-08 06:00:00,CP-04,Running,48.78,21.32,6.74,347.41,30.69,65.81
2026-02-26 22:00:00,CP-02,Running,52.32,23.69,6.74,330.53,29.33,67.65
2026-02-16 00:00:00,CP-05,Running,51.58,26.43,6.95,404.69,31.18,75.06
2026-01-07 05:00:00,CP-05,Running,58.57,30.61,7.11,452.19,32.6,84.43
2026-03-03 04:00:00,CP-02,Stopped,28.14,10.96,6.86,19.86,28.62,3.7
2026-01-25 04:00:00,CP-01,Running,55.9,26.93,6.92,421.17,32.38,82.25
2026-02-07 19:00:00,CP-03,Running,54.97,26.63,6.73,356.3,28.81,66.74
2026-02-23 07:00:00,CP-01,Running,52.24,24.95,6.94,353.67,32.75,78.24
2026-03-07 07:00:00,CP-04,Running,49.01,21.65,6.75,390.27,31.58,70.67
2026-03-15 00:00:00,CP-02,Running,53.07,24.03,6.77,336.39,30.08,67.6
2026-03-26 05:00:00,CP-05,Running,59.59,31.52,7.15,452.49,32.71,90.12
2026-03-29 23:00:00,CP-04,Running,47.05,20.46,6.51,347.52,28.99,63.46
2026-03-26 18:00:00,CP-01,Running,52.06,24.39,6.71,343.13,27.61,69.26
2026-02-08 02:00:00,CP-03,Running,54.05,26.83,7.0,407.81,30.52,77.84
2026-03-21 23:00:00,CP-02,Running,52.23,23.48,6.67,324.5,30.11,64.28
2026-03-22 13:00:00,CP-04,Running,48.45,20.86,6.46,276.65,29.32,58.94
2026-02-20 15:00:00,CP-04,Running,45.53,19.15,6.36,220.9,28.77,48.63
2026-01-12 11:00:00,CP-04,Running,51.33,22.37,6.56,347.6,29.78,64.44
2026-01-17 08:00:00,CP-03,Running,59.01,29.7,6.97,432.9,33.59,84.54
2026-02-17 09:00:00,CP-05,Running,59.85,31.15,7.03,420.81,30.59,82.52
2026-01-04 21:00:00,CP-05,Running,52.29,26.76,6.94,403.83,29.39,74.59
